FTHG,FTAG,B365H,B365D,B365A
1,0,6,3.75,1.62
0,2,2.25,3.2,3.4
1,0,2.1,3.4,3.5
9,1,1.44,4.33,8
3,0,2.1,3.3,3.6
3,2,3.5,3.3,2.15
1,1,2.5,3.25,2.88
0,0,1.91,3.4,4.2
1,1,1.91,3.5,4.2
1,1,1.29,5.5,11
1,4,10,4.5,1.36
5,3,1.8,3.6,4.5
1,0,2.4,3.4,2.9
0,3,2.7,3.2,2.7
0,2,3.5,3.4,2.1
0,1,2.4,3.2,3.1
2,0,1.29,5,13
3,0,1.44,4.33,7.5
0,0,5.25,3.8,1.67
2,1,4.2,3.4,1.91
2,0,1.91,3.4,4.2
0,4,8,4.2,1.44
2,3,2.1,3.3,3.6
2,1,2.38,3.25,3.1
2,2,2.88,3.25,2.5
1,0,2.1,3.3,3.6
1,0,2.1,3.3,3.6
3,3,4.5,3.6,1.8
1,1,2.63,3.25,2.75
3,3,1.25,5.5,15
0,0,2.8,3.25,2.6
0,1,1.5,4.2,7
2,2,2.1,3.3,3.6
1,1,1.8,3.5,4.75
0,1,1.25,5.75,13
1,2,2.2,3.3,3.4
2,1,2.2,3.25,3.4
3,1,2.25,3.3,3.25
3,0,1.17,7,19
0,2,2.88,3.3,2.5
1,1,7,4.2,1.5
2,1,1.14,8,19
2,1,1.33,4.75,11
3,0,2.25,3.3,3.25
3,0,1.22,6,15
1,0,1.4,4.33,9
0,2,3.3,3.4,2.2
3,0,6.5,4,1.57
4,3,1.53,4,7
2,0,5.5,4,1.62
1,1,1.83,3.5,4.5
1,1,8.5,4.5,1.4
2,0,2.1,3.3,3.6
0,0,6.5,3.8,1.57
1,1,2.38,3.3,3
0,0,2.8,3.4,2.5
2,0,1.29,5.5,11
2,0,1.44,4.33,7.5
1,1,2.38,3.3,3
2,0,2.1,3.3,3.6
1,1,2.3,3.25,3.2
3,0,1.73,3.5,5
1,3,8,4.2,1.4
2,2,2.1,3.3,3.6
2,1,1.36,4.5,10
2,0,1.57,3.8,6.5
0,1,2.4,3.25,3
2,0,1.44,4.2,8
0,3,4.5,3.6,1.8
0,1,2.8,3.25,2.6
2,2,1.8,3.6,4.75
5,0,1.2,6.5,15
1,4,6.5,4,1.53
3,2,2.63,3.25,2.75
2,2,1.4,4.5,8.5
1,1,6.5,3.6,1.62
4,1,1.44,4.33,8
7,2,1.22,6,15
2,0,2.88,3.25,2.5
3,0,1.17,7,17
1,1,3.5,3.2,2.2
0,0,1.25,6,11
0,2,2.3,3.25,3.2
0,0,1.53,3.8,7
2,0,2.4,3.25,3
0,2,6.5,4,1.53
4,2,1.22,5.5,17
2,0,2.4,3.25,3
4,0,1.14,6.5,15
1,0,1.8,3.6,4.5
1,1,2.5,3.25,2.88
2,0,1.57,3.75,6.5
0,0,5.5,3.6,1.67
0,0,3.2,3.25,2.3
2,1,1.95,3.4,4
3,0,1.22,6,15
2,0,1.67,3.6,5.5
1,1,3.1,3.25,2.38
1,2,13,5,1.29
0,2,2.7,3.2,2.7
2,2,2.25,3.25,3.25
2,0,1.44,4.33,7.5
0,0,2.1,3.3,3.6
0,1,3,3.3,2.38
1,3,2.6,3.25,2.8
2,0,1.29,5,13
0,0,2,3.4,3.8
1,1,13,5,1.29
1,0,1.67,3.5,6
0,0,2.25,3.3,3.25
2,1,2.6,3.25,2.8
2,1,5.5,3.4,1.73
1,0,1.83,3.5,4.33
5,0,1.13,8.5,23
3,0,2.3,3.1,3.4
1,1,2,3.4,3.8
0,0,2.1,3.3,3.6
2,1,1.8,3.4,5
2,0,1.8,3.6,4.5
3,0,1.73,3.5,5.25
2,0,1.44,4.2,8
1,1,2.4,3.25,3
1,1,2.2,3.3,3.4
1,0,2.1,3.3,3.6
1,1,4.2,3.5,1.91
1,0,1.83,3.5,4.5
2,1,5,3.6,1.73
2,0,2.25,3.3,3.25
1,0,4.2,3.4,1.91
1,1,3.1,3.2,2.38
0,0,2.3,3.25,3.2
2,0,1.22,6,15
3,1,4.5,3.6,1.8
1,2,2.38,3.25,3.1
3,0,1.75,3.6,4.75
0,2,12,5,1.3
5,2,1.36,4.5,10
3,0,1.95,3.25,4.33
2,1,2.1,3.25,3.75
0,0,2.4,3.3,3
0,3,3.75,3.5,2
3,0,1.2,6.5,15
1,0,1.91,3.3,4.33
1,0,2,3.3,4
1,2,2,3.4,3.8
2,4,1.44,4.33,7.5
1,3,5,3.6,1.73
2,1,1.36,4.75,9
0,0,2.2,3.2,3.5
2,1,2,3.4,4
3,1,1.14,7.5,21
1,2,1.8,3.5,4.5
0,1,10,5,1.33
5,1,1.36,4.5,10
1,0,6.5,3.8,1.57
1,2,2.38,3.25,3.1
4,0,2.1,3.25,3.75
1,1,2.5,3.3,2.88
2,2,3,3.25,2.4
4,0,2.1,3.3,3.6
1,2,2.25,3.3,3.3
4,1,1.22,6,15
1,2,7.5,4.5,1.4
0,0,3.3,3.25,2.25
3,1,1.44,4.33,7.5
3,0,1.22,6,15
1,1,3.6,3.4,2.1
4,1,1.25,5.5,13
1,2,3.6,3.3,2.1
2,0,1.25,5.75,13
2,2,1.4,4.33,9
2,0,1.53,3.8,7
3,2,2.2,3.2,3.5
1,2,3.6,3.3,2.1
3,1,2.2,3.2,3.5
1,0,1.73,3.6,5
1,1,7.5,4.33,1.44
1,2,3.1,3.25,2.38
2,1,1.67,3.75,5.5
1,3,1.8,3.6,4.5
1,1,1.53,3.8,7
2,1,2,3.25,4
0,2,1.83,3.5,4.33
0,5,12,5,1.3
1,1,7,4.2,1.5
0,4,8.5,4.5,1.4
7,1,1.4,4.75,8
2,0,2.4,3.25,3
2,0,1.2,6,17
0,1,2.1,3.3,3.6
0,0,3.8,3.4,2
0,1,2.5,3.25,2.88
3,0,1.3,5.25,11
3,0,1.33,4.75,11
1,0,1.22,6,15
0,1,2.88,3.25,2.5
1,6,5,3.8,1.7
1,2,2.63,3.2,2.75
0,0,3.3,3.3,2.25
2,0,1.8,3.5,4.5
3,1,3.6,3.3,2.1
1,1,4.5,3.5,1.83
2,2,1.44,4.33,7.5
2,1,2,3.4,3.8
1,4,1.73,3.6,5
1,0,2,3.4,3.8
0,0,6.5,4,1.53
0,0,1.29,5,13
5,1,1.4,4.5,8.5
0,0,2.3,3.25,3.2
1,0,1.14,8,19
2,2,2.25,3.3,3.3
2,1,3.25,3.3,2.25
0,0,1.57,3.8,6.5
0,0,1.73,3.6,5
2,3,2.8,3.25,2.6
0,0,2.1,3.25,3.75
0,1,2.88,3.5,2.4
1,2,2.1,3.25,3.75
2,1,1.62,3.75,6
2,1,4,3.6,1.91
1,2,5.5,3.75,1.67
3,2,6.5,4,1.53
3,0,1.33,5,10
0,2,3.5,3.4,2.1
0,0,2,3.5,3.75
2,2,1.53,4,6.5
0,1,2.38,3.4,3
3,1,1.5,4.2,7
3,2,1.83,3.6,4.33
1,1,2.2,3.25,3.4
1,0,1.62,3.75,6
0,4,5.5,4,1.62
7,0,1.14,8,21
2,1,1.36,4.5,10
2,1,1.5,4.2,7
3,1,1.83,3.6,4.33
3,1,2.38,3.25,3.1
0,0,3.6,3.3,2.1
1,0,1.29,5.5,10
3,2,2.38,3.25,3.1
0,2,4,3.8,1.83
0,1,9.5,4.75,1.36
2,1,3.5,3.4,2.1
2,2,1.8,3.6,4.5
0,1,2.1,3.3,3.6
0,1,2,3.4,3.8
4,0,1.2,7,13
0,1,1.57,4,6
2,1,2.25,3.3,3.3
4,2,7,4.2,1.5
8,0,1.1,10,23
1,0,1.29,5.5,11
0,0,6.5,3.8,1.57
4,0,1.13,8,23
1,1,4,3.6,1.91
2,1,2.25,3.4,3.25
1,2,2.2,3.2,3.5
0,0,2.2,3.2,3.5
1,1,1.57,3.6,7
0,0,3.75,3.25,2.1
0,4,2.4,3.25,3
1,1,2.2,3.2,3.5
0,0,5.5,3.5,1.7
1,2,6.5,4,1.53
4,0,1.29,5,13
0,2,2.5,3.25,2.9
3,1,1.73,3.4,5.5
2,1,1.3,5.5,10
0,1,1.53,3.8,7
0,1,2.2,3.25,3.4
0,0,2.1,3.3,3.6
2,3,4.75,3.5,1.8
1,1,2.6,3.3,2.75
2,0,2.38,3.25,3.1
3,0,1.67,3.75,5.5
0,0,2.1,3.25,3.75
0,1,3.3,3.25,2.25
3,1,1.2,6.5,15
3,1,1.4,4.5,8.5
0,0,2.38,3.3,3
2,0,2.25,3.3,3.25
8,2,1.5,4.33,6.5
2,1,2.1,3.25,3.75
1,5,2.88,3.3,2.5
0,1,2.1,3.25,3.75
1,0,1.36,4.75,9
0,5,9,4.5,1.4
2,2,2,3.4,3.8
3,0,1.17,7,17
1,0,3.25,3.3,2.25
1,2,5,3.75,1.7
0,2,3,3.25,2.4
1,1,1.67,3.6,5.5
0,1,2.5,3.25,2.88
0,0,2.4,3.25,3
1,1,1.91,3.4,4.2
4,3,4.2,3.4,1.91
1,2,1.8,3.6,4.6
3,1,1.5,4,7
3,0,2.63,3.2,2.75
0,3,1.91,3.4,4.2
2,2,6.5,3.8,1.57
3,1,1.83,3.5,4.5
4,0,2.4,3.2,3.1
4,0,2.63,3.4,2.63
3,0,1.44,4.5,7
4,1,1.2,6.5,15
2,1,1.36,4.5,10
2,0,1.44,4.33,7.5
3,1,1.83,3.5,4.5
1,1,6.5,4,1.53
0,0,2.3,3.25,3.25
1,2,4,3.5,1.91
1,1,2.3,3.25,3.2
2,1,2.5,3.4,2.8
2,0,1.62,3.75,6
0,4,6.5,3.75,1.57
0,2,3.1,3.2,2.4
2,0,1.17,7,17
2,2,2.25,3.4,3.2
1,2,2.5,3.25,2.88
1,5,6.5,4,1.53
6,0,2,3.3,4
2,0,2.63,3.25,2.75
2,1,2.1,3.4,3.5
3,1,1.36,4.5,10
1,1,3,3.3,2.4
4,1,1.33,5,10
3,1,2.2,3.3,3.4
1,1,1.83,3.5,4.5
2,0,2.2,3.2,3.5
1,3,2.3,3.3,3.2
2,1,1.44,4.33,7.5
2,2,3,3.3,2.4
2,0,2,3.3,4
1,2,2,3.3,4
0,2,2.2,3.2,3.5
1,1,1.29,5.5,11
1,0,1.57,3.8,6.5
2,2,2,3.4,3.8
3,1,1.53,4,6.5
1,2,4,3.5,1.91
1,3,2.25,3.25,3.3
1,6,2,3.4,3.8
1,0,9.5,5,1.33
3,5,1.62,4,5.5
0,1,4.5,3.6,1.8
3,1,1.17,7,19
3,3,1.91,3.6,4
2,2,2.1,3.3,3.6
3,1,2.1,3.3,3.6
0,2,4,3.3,2
0,2,2.88,3.25,2.5
3,1,1.36,4.75,9
1,3,2.1,3.2,3.8
3,0,1.4,4.5,8.5
3,2,1.83,3.5,4.5
0,1,7.5,4.33,1.44
0,0,1.29,5.5,10
1,0,1.25,5.5,13
2,1,2.25,3.25,3.3
2,3,10,5,1.33
5,0,2.4,3.3,3
1,3,3.25,3.3,2.25
3,1,1.91,3.3,4.33
2,1,1.57,3.75,6.5
3,1,1.3,5.5,10
1,2,5.5,3.6,1.67
2,3,1.83,3.5,4.5
0,0,2.3,3.25,3.2
0,1,6.5,4.2,1.5
2,1,2,3.4,3.8
3,3,2.5,3.25,2.88
1,2,1.83,3.5,4.5
2,0,1.57,4,6
1,1,1.44,4.2,8
0,2,3.1,3.25,2.38
3,0,1.22,6,15
1,1,1.4,4.5,8.5
2,1,2.1,3.4,3.5
3,1,1.83,3.5,4.5
1,2,1.67,3.6,5.5
1,3,4,3.6,1.91
1,1,2.75,3.2,2.63
0,0,2.2,3.25,3.4
0,1,5,3.6,1.73
4,2,2.1,3.4,3.5
5,1,1.17,7,17
0,3,3.5,3.4,2.1
1,1,2.25,3.3,3.25
3,0,1.3,5,12
0,4,6,4,1.57
0,1,1.67,3.6,5.5
2,1,2.4,3.3,3
1,0,3.5,3.4,2.1
1,0,1.53,4,6.5
1,2,2.5,3.3,2.88
1,0,1.33,5,10
4,1,1.22,6,15
4,2,2.4,3.4,2.88
2,0,2.63,3.25,2.75
1,2,1.67,3.8,5.25
2,1,3.75,3.5,2
2,1,1.83,3.5,4.5
2,1,2.4,3.3,3
1,2,2.38,3.3,3
1,1,1.62,3.75,6
2,0,1.62,3.75,6
0,0,1.8,3.6,4.5
1,1,9,4.75,1.36
1,2,2.5,3.25,2.88
0,2,4.2,3.4,1.91
1,0,1.73,3.75,4.5
0,2,7.5,4.33,1.44
1,0,1.36,4.75,9
1,2,2.1,3.4,3.5
2,2,2,3.5,3.75
1,2,5,3.6,1.73
1,0,1.57,3.75,6.5
0,5,5,3.6,1.73
3,0,1.22,6,15
2,3,2,3.5,3.75
2,3,2.5,3.3,2.88
0,0,7,4,1.5
1,1,2.6,3.4,2.7
0,2,2.5,3.4,2.8
1,1,1.3,5,12
1,1,1.25,5.5,13
5,0,1.14,7.5,21
0,0,1.91,3.4,4.2
1,1,2.4,3.25,3
0,0,7,4.5,1.44
1,1,1.22,6,15
0,2,4.5,3.6,1.8
1,1,2,3.4,3.8
3,1,1.53,4,6.5
1,0,1.25,5.5,13
1,1,2.2,3.25,3.4
1,3,1.29,5,13
2,3,1.13,8,26
1,1,2.6,3.25,2.75
2,2,1.67,3.6,5.5
1,1,5.5,3.6,1.67
1,0,6.5,4,1.53
0,1,2.6,3.25,2.75
0,2,1.83,3.4,4.75
1,2,2.5,3.25,2.88
2,1,4,3.5,1.91
1,2,2.1,3.4,3.5
1,2,6,4,1.57
3,0,1.91,3.4,4.2
1,0,1.33,5,10
1,4,2.63,3.25,2.75
1,2,1.5,4,7
3,0,5,3.6,1.73
2,0,1.53,3.8,7
1,1,2.4,3.25,3
3,1,3,3.3,2.38
1,0,1.4,4.5,8.5
0,0,1.4,4.33,9
3,0,1.14,8,17
1,1,1.25,5.5,13
1,2,2,3.4,3.8
1,0,1.73,3.6,5
3,2,4.75,3.5,1.8
0,1,9,4.33,1.4
3,1,6,3.75,1.62
1,1,1.53,4,6.5
5,2,2,3.4,3.8
0,0,5.5,4,1.62
3,1,2,3.4,3.8
1,2,1.91,3.4,4.2
2,0,1.91,3.4,4.2
2,3,2.5,3.25,2.88
1,2,2.8,3.4,2.5
3,2,1.91,3.6,4
1,0,4.33,3.5,1.85
2,0,1.33,5,10
1,1,4,3.25,2
3,1,1.22,6,15
0,3,5,3.8,1.7
2,2,1.8,3.5,4.75
0,2,2.63,3.3,2.7
0,0,5,3.75,1.7
1,1,1.83,3.5,4.5
3,0,1.91,3.5,4.2
7,1,1.29,5.5,11
3,0,1.3,5.5,10
2,0,2,3.5,3.75
1,2,1.91,3.6,4
0,1,2.25,3.25,3.3
1,2,2.1,3.3,3.6
1,1,3.5,3.4,2.1
3,3,2.5,3.3,2.88
2,1,2,3.4,3.8
0,0,2,3.4,3.8
3,2,2.38,3.3,3
1,2,2,3.5,3.75
2,0,3.25,3.3,2.25
2,1,1.91,3.5,4
2,1,1.85,3.6,4.33
1,2,3.5,3.4,2.1
2,3,1.83,3.5,4.5
5,0,1.44,4.33,7.5
0,1,5.5,3.6,1.67
1,5,2.5,3.25,2.88
3,0,1.29,5.5,11
3,0,1.17,7,17
2,2,1.57,4,6
0,1,2.63,3.25,2.75
4,0,2.4,3.25,3
0,0,2.75,3.25,2.63
5,2,2.5,3.4,2.75
1,2,6.5,4,1.53
2,0,2.1,3.4,3.5
1,1,2.38,3.4,3
1,2,2,3.5,3.75
2,0,1.13,8.5,21
1,1,3.1,3.25,2.38
1,0,1.83,3.5,4.5
1,0,4.2,3.4,1.91
0,2,2.5,3.25,2.88
5,0,1.57,3.75,6.5
1,1,2.1,3.4,3.5
1,3,2.88,3.4,2.4
1,0,2.5,3.25,2.88
2,1,2.5,3.25,2.88
1,0,1.4,4.5,8.5
1,0,2.88,3.25,2.5
1,0,3.8,3.4,2
0,2,2.38,3.3,3
2,0,1.29,5.5,11
1,1,1.83,3.6,4.33
1,0,6,3.75,1.62
2,1,1.44,4.33,7.5
3,0,1.73,3.4,5.5
0,3,1.83,3.5,4.5
1,1,2.75,3.3,2.6
1,0,1.8,3.6,4.5
0,5,9,5,1.33
2,0,2.4,3.4,2.88
0,1,3,3.4,2.3
2,1,1.91,3.6,4
3,2,5,3.6,1.73
1,1,1.4,4.5,8.5
3,0,1.33,5,10
2,1,2.4,3.4,2.9
0,0,1.83,3.6,4.33
1,2,1.29,5.5,11
2,1,1.73,3.75,4.75
1,1,6,3.75,1.62
3,1,2,3.4,3.8
0,2,2.2,3.25,3.4
1,3,2.3,3.4,3.1
1,0,1.22,6,15
2,4,4.5,3.5,1.83
2,0,1.83,3.5,4.5
2,1,1.7,3.75,5
3,3,1.22,6.5,12
2,1,5.5,4.2,1.57
2,0,2.63,3.25,2.75
2,3,2.3,3.4,3.1
2,0,2.88,3.4,2.4
3,1,1.4,4.5,8.5
0,2,9,4.75,1.36
0,2,2.4,3.4,2.88
0,3,2.6,3.3,2.75
2,1,1.25,6,12
1,1,1.44,4.33,7.5
2,2,3,3.3,2.4
2,1,1.57,4,6
0,0,3.3,3.4,2.2
3,0,1.91,3.6,4
1,0,2.4,3.4,2.88
2,0,1.17,7.5,15
1,1,2.2,3.3,3.4
4,0,1.83,3.5,4.5
1,1,3.5,3.4,2.1
2,0,1.53,4.2,6
1,2,1.29,5.5,11
2,3,3.5,3.4,2.1
4,0,1.25,5.5,13
3,0,2.1,3.4,3.5
1,0,9,4.75,1.36
0,3,7,4.5,1.44
1,6,6,4.2,1.53
0,0,1.5,4.2,6.5
3,0,1.91,3.5,4
1,0,2.1,3.4,3.5
4,0,1.22,6.5,13
1,2,1.25,6,12
0,0,2,3.6,3.6
0,0,2.3,3.3,3.2
2,0,2.1,3.4,3.5
1,1,2.2,3.3,3.4
2,1,1.91,3.6,4
3,0,1.67,3.75,5.5
1,0,4,3.6,1.91
0,1,1.44,4.33,7.5
4,4,1.3,5,11
0,2,12,6.5,1.22
1,2,1.91,3.5,4
4,0,1.83,3.5,4.5
0,3,3.8,3.4,2
1,1,4.33,3.6,1.83
2,2,2,3.5,3.75
4,4,1.53,4,6.5
0,0,2.1,3.4,3.5
4,0,2.8,3.4,2.5
6,1,1.4,4.5,8.5
2,0,1.36,5,8
1,0,2.1,3.5,3.4
0,1,1.62,4,5.5
1,1,2.75,3.25,2.6
1,4,4,3.6,1.91
0,2,1.5,4.33,6.5
3,3,1.22,6.5,12
1,1,4.2,3.75,1.83
2,2,2,3.5,3.75
2,1,1.83,3.6,4.33
2,0,1.17,7,17
0,2,5,4,1.67
1,0,1.83,3.75,4.2
0,0,5,3.75,1.7
0,1,2.4,3.5,2.88
4,1,2.1,3.5,3.4
2,1,1.3,5.5,10
3,1,2.2,3.5,3.2
3,2,1.13,9,19
2,0,2.2,3.4,3.25
2,2,2.38,3.5,2.88
0,1,7,4.5,1.44
1,0,3.4,3.5,2.1
2,0,1.4,4.5,8.5
2,3,5,4,1.67
3,2,1.57,4,6
0,0,1.4,4.5,8.5
5,0,1.8,3.6,4.5
2,1,2.5,3.4,2.75
0,5,2,3.4,3.8
1,1,2.38,3.25,3.1
3,0,4.2,3.5,1.91
1,0,2.2,3.3,3.4
3,2,1.17,7,17
0,2,6,3.75,1.62
1,0,4.33,3.6,1.83
4,2,1.25,5.5,13
1,3,2.9,3.4,2.4
2,0,1.5,4.33,6.5
3,2,1.29,5.5,11
1,1,2.25,3.4,3.2
0,2,2.1,3.4,3.5
3,0,2.1,3.3,3.6
1,1,1.5,4.33,6.5
2,2,3.1,3.4,2.3
0,0,3.5,3.4,2.1
3,1,1.18,7,15
2,2,2.2,3.3,3.4
1,1,1.36,5,8.5
2,0,3,3.3,2.38
3,0,2.5,3.25,2.88
2,2,2.25,3.25,3.3
0,2,2,3.5,3.75
1,1,1.62,3.75,6
2,3,6,4.2,1.53
6,1,1.36,5,8.5
2,0,2.38,3.25,3.1
3,0,2.1,3.4,3.5
4,0,1.25,6,12
0,0,2.38,3.4,3
0,0,4.5,3.5,1.83
1,1,5,3.6,1.73
1,1,3.4,3.3,2.2
1,3,3.75,3.5,2
2,2,1.73,3.6,5
1,0,1.36,4.75,9
4,1,2.4,3.3,3
0,3,3,3.3,2.4
1,0,1.73,3.75,4.75
1,1,2.1,3.3,3.6
1,2,2.4,3.3,3
1,2,2.7,3.3,2.63
1,1,1.75,3.6,4.75
1,0,1.8,3.6,4.5
2,1,1.44,4.33,7.5
1,2,2.1,3.4,3.5
3,1,1.4,4.75,8
1,2,4.33,3.6,1.83
2,3,1.57,4,6
2,5,4.75,3.75,1.73
2,2,2.88,3.3,2.5
2,0,1.91,3.4,4.2
1,0,2,3.4,3.8
1,1,2.4,3.3,3
1,2,2.05,3.4,3.75
4,1,1.22,6.5,12
3,0,1.29,5.5,11
2,2,1.91,3.6,4
3,2,1.83,3.75,4.2
1,3,4,3.6,1.91
2,2,4.2,3.4,1.91
0,0,1.44,4.33,7.5
0,3,4.2,3.75,1.83
2,2,2.75,3.3,2.6
2,0,1.44,4.33,7.5
1,0,1.8,3.6,4.5
1,0,1.33,5,10
4,2,1.29,5.5,11
1,0,6,4.2,1.53
2,1,2.1,3.4,3.5
2,4,2.5,3.4,2.75
1,2,5,3.75,1.7
4,1,1.83,3.75,4.2
1,1,3.25,3.4,2.2
1,1,2.5,3.3,2.88
1,0,1.36,5,8.5
1,1,2,3.5,3.75
1,0,1.22,6,15
3,3,2.75,3.4,2.5
0,0,1.95,3.3,4.2
2,1,2.25,3.4,3.2
2,3,2.4,3.4,2.9
2,2,2.6,3.3,2.75
2,1,2,3.5,3.75
1,2,4.2,3.75,1.83
2,2,2.75,3.4,2.5
2,1,1.7,3.8,5
1,0,2.6,3.3,2.75
0,1,2.1,3.3,3.6
1,1,4.5,3.6,1.8
0,1,1.5,4.33,6.5
0,0,5,3.8,1.7
1,1,1.57,4,6
1,1,1.8,3.6,4.5
2,0,1.73,3.75,4.75
3,3,1.53,4.2,6
2,3,7,4.5,1.44
2,1,1.44,4.2,8
0,0,2.25,3.4,3.2
1,1,2.38,3.5,2.88
1,0,1.91,3.4,4.2
1,2,2.3,3.4,3.1
1,1,1.95,3.5,4
2,1,1.57,4,6
0,1,1.95,3.6,3.8
5,2,1.91,3.75,3.8
3,0,1.44,4.33,7.5
5,0,1.2,6.5,15
1,2,1.91,3.6,4
1,0,7,4.5,1.44
1,3,1.91,3.6,4
2,1,4.33,3.6,1.83
2,1,3.75,3.5,2
1,3,1.67,3.75,5.25
1,1,2,3.4,3.8
0,0,4.75,3.75,1.73
1,1,1.44,4.33,7.5
3,1,1.17,7.5,15
1,0,2.2,3.3,3.4
2,4,2.5,3.3,2.88
3,2,1.83,3.6,4.33
0,0,2.5,3.5,2.7
2,0,2.3,3.5,3
0,0,3.4,3.5,2.1
3,1,1.67,3.75,5.5
1,0,1.95,3.4,4
0,0,2.25,3.25,3.3
0,0,1.44,4.5,7
1,1,2.5,3.4,2.75
1,0,1.22,6.5,12
1,1,2,3.4,3.8
2,1,1.91,3.4,4.2
3,1,2.3,3.4,3.1
2,1,2.4,3.4,2.88
0,2,6,4.2,1.53
0,2,1.44,4.5,7
0,3,2.88,3.3,2.5
1,0,1.4,4.5,8.5
1,1,1.5,4,7
1,1,1.95,3.5,4
3,4,7.5,4.75,1.4
0,1,2.1,3.25,3.75
3,1,4,3.5,1.91
2,1,2.1,3.3,3.6
3,0,2,3.4,3.75
2,0,1.5,4.33,6.5
0,0,2.4,3.2,3.1
1,0,1.91,3.6,4
1,3,4.75,3.5,1.8
3,4,1.8,3.6,4.5
2,2,2.3,3.4,3.1
2,1,2,3.5,3.75
2,3,2.2,3.5,3.2
2,3,3,3.3,2.38
2,1,1.91,3.6,4
3,0,2,3.5,3.75
1,3,1.36,4.75,9
3,1,1.2,6.5,15
1,3,5.5,3.75,1.67
2,1,2.2,3.4,3.25
2,1,2.4,3.4,2.88
1,1,3.1,3.2,2.4
1,0,1.62,4,5.5
0,0,2,3.5,3.75
2,5,5.5,4,1.62
4,0,1.53,4,6.5
1,0,1.14,8,19
1,0,2.1,3.4,3.5
0,1,2,3.5,3.75
0,0,1.62,3.75,6
2,1,1.91,3.6,4
1,2,2.88,3.25,2.5
0,1,4.75,3.75,1.73
8,0,1.33,5.5,8.5
1,1,5,4,1.67
0,4,3.75,3.5,2
2,1,1.44,4.5,7
1,1,1.85,3.6,4.2
4,3,1.22,6.5,13
0,1,6,3.75,1.62
1,2,2.2,3.4,3.25
0,0,2.9,3.4,2.38
3,1,3.4,3.2,2.25
1,0,6.5,4,1.53
7,3,1.44,4.5,7
0,3,2.4,3.25,3
1,2,2.1,3.4,3.5
2,0,1.3,5.5,10
3,4,6,4,1.57
1,0,2.88,3.25,2.5
3,3,1.8,3.5,4.75
1,2,3.5,3.4,2.1
1,2,2.88,3.3,2.5
0,3,4,3.5,1.91
3,0,1.29,5.5,11
1,1,5,3.75,1.7
2,2,1.57,4,6
3,1,1.33,5,10
1,2,2,3.5,3.75
2,1,2.1,3.4,3.5
0,4,6,4.2,1.53
0,1,1.2,6.5,15
3,0,1.4,4.5,8.5
1,2,3,3.4,2.38
0,1,2.55,3.5,2.9
0,0,1.57,4.2,6.5
1,1,2.05,3.5,4
0,0,2.2,3.6,3.4
0,0,4.5,3.8,1.85
3,2,3,3.4,2.5
0,4,4.33,3.5,1.95
3,0,2.38,3.3,3.3
0,2,2.63,3.5,2.8
2,1,1.91,3.8,4.2
2,2,1.25,6.5,15
5,0,1.33,5.5,10.5
2,0,1.25,6.5,14
1,2,1.75,4,5
3,1,2.2,3.4,3.6
2,2,1.75,4,5
1,1,2.1,3.5,3.75
2,3,2.15,3.4,3.8
2,1,1.91,3.6,4
1,1,2.9,3.6,2.5
0,0,3.6,3.5,2.05
5,1,1.44,4.75,8
1,2,2.9,3.4,2.6
0,0,7.5,4.5,1.5
2,2,2.2,3.3,3.75
0,0,2.5,3.4,3
2,2,2.4,3.5,3.1
2,1,1.6,4.1,6.5
3,1,2.2,3.5,3.5
2,1,1.25,6.5,14
1,1,4.75,3.75,1.83
2,2,7.5,4.5,1.5
1,0,1.44,4.5,9
3,3,1.4,5,9
0,1,5.5,4.2,1.65
3,2,4,3.6,2
0,0,1.95,3.6,4.33
2,1,2.5,3.4,3
1,0,2.4,3.4,3.2
2,2,2.2,3.5,3.5
2,2,1.83,3.9,4.5
0,1,3.6,3.4,2.2
4,1,1.36,5.5,9.5
0,0,2.3,3.4,3.4
3,1,5.75,4,1.67
2,1,1.91,3.5,4.6
0,1,4.5,3.6,1.91
4,1,1.83,3.75,4.75
2,1,1.67,4,5.75
2,1,2.63,3.4,2.88
2,0,1.75,3.9,5
0,2,1.4,5,9
5,0,1.57,4.4,6
2,1,1.33,5.5,11
1,0,2.2,3.3,3.75
2,1,3.8,3.5,2.1
0,2,7,4.33,1.53
0,3,2.63,3.4,2.88
2,1,2.05,3.5,4
2,0,1.95,3.6,4.33
4,2,2.2,3.5,3.2
2,3,3.6,3.5,2.15
1,0,1.4,5,9
3,1,1.38,5,10
4,0,1.33,5.5,11
1,2,1.85,3.8,4.5
0,1,2.15,3.25,4
2,2,2.4,3.3,3.3
1,0,2.1,3.6,3.75
0,4,4.5,3.75,1.85
2,1,2.3,3.6,3.25
0,1,7.5,4.5,1.44
0,0,2.5,3.4,3
3,1,2.25,3.4,3.5
1,2,2.45,3.4,3.1
2,1,2.45,3.3,3.2
3,2,1.95,3.8,4
2,1,1.83,3.7,4.8
3,2,2.3,3.4,3.4
2,0,3.9,3.6,2.05
1,0,1.17,9,19
3,1,4.2,3.8,1.91
0,0,2.5,3.3,3.1
0,2,3.4,3.5,2.25
2,0,1.4,5,9
1,1,2.05,3.5,4
0,1,1.5,4.5,7.5
2,1,2.3,3.4,3.4
4,1,1.25,6.5,15
1,0,1.57,3.9,7.5
4,0,1.33,5.5,11
2,1,3.5,3.5,2.2
0,1,6,4,1.65
1,2,3.4,3.4,2.3
